label_bias,words,label_opinion,group_id,text
Biased,diaper-changing daddy,Somewhat factual but also opinionated,43,Next came the sob stories. Those student loans are suffocating a generation
Biased,quasi-socialist plan,Somewhat factual but also opinionated,75,The Clinton plan won’t work because it’s a progressive
Biased,quasi-socialist,Expresses writer’s opinion,75,The Clinton plan won’t work because it’s a progressive
Biased,should,Expresses writer’s opinion,75,The Clinton plan won’t work because it’s a progressive
Non-biased,quasi-socialist,Somewhat factual but also opinionated,75,The Clinton plan won’t work because it’s a progressive
Biased,dramatic,Somewhat factual but also opinionated,83,By Monday morning he was considering a dramatic move — invoking the Insurrection Act so that he could use federal troops to enforce the law. According to a senior defense official
Biased,dramatic ,Somewhat factual but also opinionated,83,By Monday morning he was considering a dramatic move — invoking the Insurrection Act so that he could use federal troops to enforce the law. According to a senior defense official
Biased,dramatic,Somewhat factual but also opinionated,83,By Monday morning he was considering a dramatic move — invoking the Insurrection Act so that he could use federal troops to enforce the law. According to a senior defense official
Biased,dramatic move,Expresses writer’s opinion,83,By Monday morning he was considering a dramatic move — invoking the Insurrection Act so that he could use federal troops to enforce the law. According to a senior defense official
Biased,dramatic,Entirely factual,83,By Monday morning he was considering a dramatic move — invoking the Insurrection Act so that he could use federal troops to enforce the law. According to a senior defense official
Biased,caught,Somewhat factual but also opinionated,59,A group of people carrying a white nationalist flag were caught on camera Saturday attempting to record a video in front of the Emmett Till memorial in Sumner
Non-biased,white nationalist flag,Entirely factual,59,A group of people carrying a white nationalist flag were caught on camera Saturday attempting to record a video in front of the Emmett Till memorial in Sumner
Non-biased,caught on,Entirely factual,59,A group of people carrying a white nationalist flag were caught on camera Saturday attempting to record a video in front of the Emmett Till memorial in Sumner
Biased,white nationalist flag,Somewhat factual but also opinionated,59,A group of people carrying a white nationalist flag were caught on camera Saturday attempting to record a video in front of the Emmett Till memorial in Sumner
Non-biased,caught,Entirely factual,59,A group of people carrying a white nationalist flag were caught on camera Saturday attempting to record a video in front of the Emmett Till memorial in Sumner
Non-biased,nationalist ,Entirely factual,59,A group of people carrying a white nationalist flag were caught on camera Saturday attempting to record a video in front of the Emmett Till memorial in Sumner
Biased,ridiculed,Somewhat factual but also opinionated,38,President Donald Trump ridiculed Democrats promoting the Green New Deal on Thursday
Biased,ridiculed,Somewhat factual but also opinionated,38,President Donald Trump ridiculed Democrats promoting the Green New Deal on Thursday
Biased,ridiculed,Entirely factual,38,President Donald Trump ridiculed Democrats promoting the Green New Deal on Thursday
Biased,ridiculed ,Somewhat factual but also opinionated,38,President Donald Trump ridiculed Democrats promoting the Green New Deal on Thursday
Non-biased,ridiculed Democrats,Somewhat factual but also opinionated,38,President Donald Trump ridiculed Democrats promoting the Green New Deal on Thursday
Non-biased,ridiculed,Expresses writer’s opinion,38,President Donald Trump ridiculed Democrats promoting the Green New Deal on Thursday
Non-biased, Green,Expresses writer’s opinion,38,President Donald Trump ridiculed Democrats promoting the Green New Deal on Thursday
Biased,ridiculed,Somewhat factual but also opinionated,38,President Donald Trump ridiculed Democrats promoting the Green New Deal on Thursday
Biased,love ,Somewhat factual but also opinionated,83,President Donald Trump has been doubling down on his love of tariffs this week
Biased,love of tariffs,Expresses writer’s opinion,83,President Donald Trump has been doubling down on his love of tariffs this week
Non-biased,love of tariffs,Somewhat factual but also opinionated,83,President Donald Trump has been doubling down on his love of tariffs this week
Biased,love,Somewhat factual but also opinionated,83,President Donald Trump has been doubling down on his love of tariffs this week
Biased,tariffs ,Entirely factual,83,President Donald Trump has been doubling down on his love of tariffs this week
Non-biased,drastic ,Entirely factual,9,In addition to the U.S. making its own vaccines
Biased,drastic changes,Entirely factual,9,In addition to the U.S. making its own vaccines
Biased,Pork ,Expresses writer’s opinion,65,Democrats Push Pork for Planned Parenthood in Coronavirus Package
Biased,Push Pork,Somewhat factual but also opinionated,65,Democrats Push Pork for Planned Parenthood in Coronavirus Package
Biased,Push Pork,Expresses writer’s opinion,65,Democrats Push Pork for Planned Parenthood in Coronavirus Package
Non-biased,Pork,Entirely factual,65,Democrats Push Pork for Planned Parenthood in Coronavirus Package
Non-biased,Parenthood ,Entirely factual,65,Democrats Push Pork for Planned Parenthood in Coronavirus Package
Non-biased,to relax regulations,Entirely factual,61,But the changes could easily be wiped out by efforts to quickly ramp up economies
Biased,wiped out,Somewhat factual but also opinionated,61,But the changes could easily be wiped out by efforts to quickly ramp up economies
Non-biased,easily,Entirely factual,61,But the changes could easily be wiped out by efforts to quickly ramp up economies
Non-biased,retaliation,Entirely factual,64,The Trump administration is proposing tariffs on up to $2.4 billion worth of French imports — including Roquefort cheese
Biased,retaliation ,Expresses writer’s opinion,64,The Trump administration is proposing tariffs on up to $2.4 billion worth of French imports — including Roquefort cheese
Non-biased,retaliation,Somewhat factual but also opinionated,64,The Trump administration is proposing tariffs on up to $2.4 billion worth of French imports — including Roquefort cheese
Biased,retaliation,Somewhat factual but also opinionated,64,The Trump administration is proposing tariffs on up to $2.4 billion worth of French imports — including Roquefort cheese
Biased,retaliation,Somewhat factual but also opinionated,64,The Trump administration is proposing tariffs on up to $2.4 billion worth of French imports — including Roquefort cheese
Biased,retaliation,Somewhat factual but also opinionated,64,The Trump administration is proposing tariffs on up to $2.4 billion worth of French imports — including Roquefort cheese
Biased,retaliation,Somewhat factual but also opinionated,64,The Trump administration is proposing tariffs on up to $2.4 billion worth of French imports — including Roquefort cheese
Non-biased,devastated,Entirely factual,15,In New York
Non-biased,devastated,Somewhat factual but also opinionated,15,In New York
Non-biased,devastated ,Entirely factual,15,In New York
Biased,devastated,Somewhat factual but also opinionated,15,In New York
Biased, turned away,Somewhat factual but also opinionated,15,In New York
Biased, staggering layoffs,Expresses writer’s opinion,60,The news coverage of the explosion of wealth among billionaires has been widespread because of the contrast with working Americans experiencing staggering layoffs.
Non-biased,staggering ,Entirely factual,60,The news coverage of the explosion of wealth among billionaires has been widespread because of the contrast with working Americans experiencing staggering layoffs.
Biased, wipe out ,Somewhat factual but also opinionated,19,Asked by Breitbart News about his plan to wipe out student loan debts and what he would say to students who paid for college or decided not to go
Non-biased,specific ,Expresses writer’s opinion,19,Asked by Breitbart News about his plan to wipe out student loan debts and what he would say to students who paid for college or decided not to go
Non-biased,wipe out,Entirely factual,19,Asked by Breitbart News about his plan to wipe out student loan debts and what he would say to students who paid for college or decided not to go
Biased,wipe out ,Somewhat factual but also opinionated,19,Asked by Breitbart News about his plan to wipe out student loan debts and what he would say to students who paid for college or decided not to go
Biased,manipulated,Somewhat factual but also opinionated,72,The Treasury Department’s inspector general is looking into the opportunity zone program following stories by ProPublica and The New York Times about how the tax break meant to help the poor had been manipulated by billionaires.
Biased,poor had been manipulated ,Somewhat factual but also opinionated,72,The Treasury Department’s inspector general is looking into the opportunity zone program following stories by ProPublica and The New York Times about how the tax break meant to help the poor had been manipulated by billionaires.
Biased,manipulated,Somewhat factual but also opinionated,72,The Treasury Department’s inspector general is looking into the opportunity zone program following stories by ProPublica and The New York Times about how the tax break meant to help the poor had been manipulated by billionaires.
Biased,ProPublica ,Somewhat factual but also opinionated,72,The Treasury Department’s inspector general is looking into the opportunity zone program following stories by ProPublica and The New York Times about how the tax break meant to help the poor had been manipulated by billionaires.
Biased,manipulated,Somewhat factual but also opinionated,72,The Treasury Department’s inspector general is looking into the opportunity zone program following stories by ProPublica and The New York Times about how the tax break meant to help the poor had been manipulated by billionaires.
Biased,manipulated,Somewhat factual but also opinionated,72,The Treasury Department’s inspector general is looking into the opportunity zone program following stories by ProPublica and The New York Times about how the tax break meant to help the poor had been manipulated by billionaires.
Biased,economic suicide,Expresses writer’s opinion,68,We did consent to the lockdowns and now are suffering under the insanity that has flowed from them—economic suicide and petty local laws that serve no purpose other than to nanny us into submission.
Non-biased,petty,Expresses writer’s opinion,68,We did consent to the lockdowns and now are suffering under the insanity that has flowed from them—economic suicide and petty local laws that serve no purpose other than to nanny us into submission.
Biased,nanny us into submission.,Expresses writer’s opinion,68,We did consent to the lockdowns and now are suffering under the insanity that has flowed from them—economic suicide and petty local laws that serve no purpose other than to nanny us into submission.
Biased,serve no purpose ,Expresses writer’s opinion,68,We did consent to the lockdowns and now are suffering under the insanity that has flowed from them—economic suicide and petty local laws that serve no purpose other than to nanny us into submission.
Biased,pandemic times,Somewhat factual but also opinionated,28,The Republican-led Legislature and GOP Gov. Bill Lee have dismissed the idea of offering absentee ballots to all voters
Non-biased,dismissed,Entirely factual,28,The Republican-led Legislature and GOP Gov. Bill Lee have dismissed the idea of offering absentee ballots to all voters
Non-biased,dismissed,Entirely factual,28,The Republican-led Legislature and GOP Gov. Bill Lee have dismissed the idea of offering absentee ballots to all voters
Biased, fear-mongering,Expresses writer’s opinion,11,Facebook
Biased,fear-mongering,Somewhat factual but also opinionated,11,Facebook
Biased,fear-mongering,Expresses writer’s opinion,11,Facebook
Biased,fear-mongering,Somewhat factual but also opinionated,11,Facebook
Non-biased,fear-mongering content,Somewhat factual but also opinionated,11,Facebook
Non-biased,policy changes,Entirely factual,11,Facebook
Biased, fear-mongering,Expresses writer’s opinion,11,Facebook
Non-biased,fear-mongering,Somewhat factual but also opinionated,11,Facebook
Biased,fear-mongering,Somewhat factual but also opinionated,11,Facebook
Biased,gall,Expresses writer’s opinion,39,So
Biased,the gall it would take,Somewhat factual but also opinionated,39,So
Biased,Winfrey,Somewhat factual but also opinionated,39,So
Biased,pelting,Somewhat factual but also opinionated,16,The Border Patrol has said Hernandez was pelting U.S. agents with rocks from the Mexican side of the Rio Grande when he was shot.
Biased,Patrol,Expresses writer’s opinion,16,The Border Patrol has said Hernandez was pelting U.S. agents with rocks from the Mexican side of the Rio Grande when he was shot.
Non-biased,agents,Expresses writer’s opinion,16,The Border Patrol has said Hernandez was pelting U.S. agents with rocks from the Mexican side of the Rio Grande when he was shot.
Biased,warmly ,Somewhat factual but also opinionated,51,In the past Putin has warmly welcomed home Russian agents arrested abroad.
Non-biased,warmly,Entirely factual,51,In the past Putin has warmly welcomed home Russian agents arrested abroad.
Non-biased,warmly welcomed,Entirely factual,51,In the past Putin has warmly welcomed home Russian agents arrested abroad.
Biased,warmly,Expresses writer’s opinion,51,In the past Putin has warmly welcomed home Russian agents arrested abroad.
Biased,warmly ,Somewhat factual but also opinionated,51,In the past Putin has warmly welcomed home Russian agents arrested abroad.
Biased,warmly welcomed,Somewhat factual but also opinionated,51,In the past Putin has warmly welcomed home Russian agents arrested abroad.
Biased,warmly,Expresses writer’s opinion,51,In the past Putin has warmly welcomed home Russian agents arrested abroad.
Non-biased,warmly ,Entirely factual,51,In the past Putin has warmly welcomed home Russian agents arrested abroad.
Non-biased,warmly,Somewhat factual but also opinionated,51,In the past Putin has warmly welcomed home Russian agents arrested abroad.
Biased,spectacle,Expresses writer’s opinion,31,Coach Guerrier adds that the referee’s continued mid-game scrutiny ultimately made “a spectacle” of her daughter
Biased,a spectacle,Somewhat factual but also opinionated,31,Coach Guerrier adds that the referee’s continued mid-game scrutiny ultimately made “a spectacle” of her daughter
Non-biased, transgender individuals,Entirely factual,76,"Peace was one of many transgender service members who spoke out against Trump after he announced on Twitter in July 2017 that the military would no longer allow transgender individuals ""to serve in any capacity."" "
Non-biased,no longer allow,Entirely factual,76,"Peace was one of many transgender service members who spoke out against Trump after he announced on Twitter in July 2017 that the military would no longer allow transgender individuals ""to serve in any capacity."" "
Biased,spoke out,Somewhat factual but also opinionated,76,"Peace was one of many transgender service members who spoke out against Trump after he announced on Twitter in July 2017 that the military would no longer allow transgender individuals ""to serve in any capacity."" "
Biased,dangerously,Somewhat factual but also opinionated,27,The Georgia Democrats took wire hangers and bottles of bleach to the House floor in protest as symbols of the self-induced abortions that many desperate women dangerously attempt when the aid of a doctor isn’t available or allowed.
Biased,dangerously,Expresses writer’s opinion,27,The Georgia Democrats took wire hangers and bottles of bleach to the House floor in protest as symbols of the self-induced abortions that many desperate women dangerously attempt when the aid of a doctor isn’t available or allowed.
Biased,desperate ,Somewhat factual but also opinionated,27,The Georgia Democrats took wire hangers and bottles of bleach to the House floor in protest as symbols of the self-induced abortions that many desperate women dangerously attempt when the aid of a doctor isn’t available or allowed.
Non-biased,desperate ,Entirely factual,27,The Georgia Democrats took wire hangers and bottles of bleach to the House floor in protest as symbols of the self-induced abortions that many desperate women dangerously attempt when the aid of a doctor isn’t available or allowed.
Biased,celebrity cohorts,Expresses writer’s opinion,41,However
Biased,cohorts ,Somewhat factual but also opinionated,41,However
Non-biased,Joaquin Phoenix,Expresses writer’s opinion,41,However
Biased, cohorts,Expresses writer’s opinion,41,However
Non-biased,cohorts,Entirely factual,41,However
Biased,cohorts ,Somewhat factual but also opinionated,41,However
Biased,cohorts,Somewhat factual but also opinionated,41,However
Biased,to new heights,Somewhat factual but also opinionated,5,The Pro Football Hall of Fame's Centennial class of 2020 is set
Biased,new heights,Entirely factual,5,The Pro Football Hall of Fame's Centennial class of 2020 is set
Non-biased,new height,Somewhat factual but also opinionated,5,The Pro Football Hall of Fame's Centennial class of 2020 is set
Biased,new heights,Entirely factual,5,The Pro Football Hall of Fame's Centennial class of 2020 is set
Biased,burden,Somewhat factual but also opinionated,41,Some moderate Democrats have criticized that proposal
Biased,wealthy and middle-class ,Expresses writer’s opinion,41,Some moderate Democrats have criticized that proposal
Non-biased,wealthy and middle-class,Entirely factual,41,Some moderate Democrats have criticized that proposal
Non-biased, moderate ,Somewhat factual but also opinionated,41,Some moderate Democrats have criticized that proposal
Non-biased,burden,Entirely factual,41,Some moderate Democrats have criticized that proposal
Biased,unleasing a new plague,Entirely factual,8,"John Oliver admits he's scared of ""literally everything"
Biased,hellbent on unleasing,Expresses writer’s opinion,8,"John Oliver admits he's scared of ""literally everything"
Biased,unleasing,Expresses writer’s opinion,8,"John Oliver admits he's scared of ""literally everything"
Non-biased,parents-turned-activists ,Somewhat factual but also opinionated,8,"John Oliver admits he's scared of ""literally everything"
Biased,deported,Expresses writer’s opinion,40,Italy has deported several radical imams in recent years
Biased,radical,Somewhat factual but also opinionated,40,Italy has deported several radical imams in recent years
Non-biased,radical ,Somewhat factual but also opinionated,40,Italy has deported several radical imams in recent years
Non-biased,radical,Entirely factual,40,Italy has deported several radical imams in recent years
Biased,eat their corpses as well,Expresses writer’s opinion,40,Italy has deported several radical imams in recent years
Non-biased, radical,Somewhat factual but also opinionated,40,Italy has deported several radical imams in recent years
Non-biased,hibernation,Expresses writer’s opinion,3,Donald Trump has taken heat for mostly refusing to mask up while performing his duties. This left the Biden camp with a choice to make when Joe woke up from political hibernation
Biased,hibernation,Expresses writer’s opinion,3,Donald Trump has taken heat for mostly refusing to mask up while performing his duties. This left the Biden camp with a choice to make when Joe woke up from political hibernation
Biased,woke up from political hibernation,Expresses writer’s opinion,3,Donald Trump has taken heat for mostly refusing to mask up while performing his duties. This left the Biden camp with a choice to make when Joe woke up from political hibernation
Non-biased, political hibernation,Somewhat factual but also opinionated,3,Donald Trump has taken heat for mostly refusing to mask up while performing his duties. This left the Biden camp with a choice to make when Joe woke up from political hibernation
Biased,refusing ,Somewhat factual but also opinionated,3,Donald Trump has taken heat for mostly refusing to mask up while performing his duties. This left the Biden camp with a choice to make when Joe woke up from political hibernation
Biased,heart-wrenching,Somewhat factual but also opinionated,45,Carmen Lodato wears a pin with her mother’s face — a reminder of the heart-wrenching murder six years ago in Alexandria
Non-biased,heart-wrenching murder,Expresses writer’s opinion,45,Carmen Lodato wears a pin with her mother’s face — a reminder of the heart-wrenching murder six years ago in Alexandria
Non-biased,heart-wrenching,Entirely factual,45,Carmen Lodato wears a pin with her mother’s face — a reminder of the heart-wrenching murder six years ago in Alexandria
Biased,heart-wrenching,Entirely factual,45,Carmen Lodato wears a pin with her mother’s face — a reminder of the heart-wrenching murder six years ago in Alexandria
Biased,heart-wrenching,Entirely factual,45,Carmen Lodato wears a pin with her mother’s face — a reminder of the heart-wrenching murder six years ago in Alexandria
Biased,irrelevant,Somewhat factual but also opinionated,3,As controversies about the “reopening” of America loom over our lives
Non-biased,reopening,Expresses writer’s opinion,3,As controversies about the “reopening” of America loom over our lives
Biased,irrelevant ,Expresses writer’s opinion,3,As controversies about the “reopening” of America loom over our lives
Non-biased,student loans,Entirely factual,2,The other witnesses at the hearing shared story after story about how Americans are struggling to pay off student loans
Biased,story after story,Somewhat factual but also opinionated,2,The other witnesses at the hearing shared story after story about how Americans are struggling to pay off student loans
Non-biased,struggling,Somewhat factual but also opinionated,2,The other witnesses at the hearing shared story after story about how Americans are struggling to pay off student loans
Non-biased,delay,Entirely factual,2,The other witnesses at the hearing shared story after story about how Americans are struggling to pay off student loans
Biased,story after story,Expresses writer’s opinion,2,The other witnesses at the hearing shared story after story about how Americans are struggling to pay off student loans
Biased,struggling,Somewhat factual but also opinionated,2,The other witnesses at the hearing shared story after story about how Americans are struggling to pay off student loans
Biased,Americans are struggling,Somewhat factual but also opinionated,2,The other witnesses at the hearing shared story after story about how Americans are struggling to pay off student loans
Non-biased,level,Entirely factual,84,A U.S. official
Biased,the left,Somewhat factual but also opinionated,46,The media and the left did their best to ignore the racial diversity of the well-armed crowd.
Biased,left,Expresses writer’s opinion,46,The media and the left did their best to ignore the racial diversity of the well-armed crowd.
Non-biased,ignore,Entirely factual,46,The media and the left did their best to ignore the racial diversity of the well-armed crowd.
Biased,racial diversity,Somewhat factual but also opinionated,46,The media and the left did their best to ignore the racial diversity of the well-armed crowd.
Biased,best to ignore ,Somewhat factual but also opinionated,46,The media and the left did their best to ignore the racial diversity of the well-armed crowd.
Biased,real issues,Expresses writer’s opinion,66,When Republicans warned Democrats that impeachment was a waste of time
Biased,waste of time,Somewhat factual but also opinionated,66,When Republicans warned Democrats that impeachment was a waste of time
Biased,learned the hard way,Somewhat factual but also opinionated,66,When Republicans warned Democrats that impeachment was a waste of time
Biased,waste of time,Somewhat factual but also opinionated,66,When Republicans warned Democrats that impeachment was a waste of time
Non-biased,divisive partisan exercise,Somewhat factual but also opinionated,66,When Republicans warned Democrats that impeachment was a waste of time
Non-biased,impeachment,Expresses writer’s opinion,66,When Republicans warned Democrats that impeachment was a waste of time
Biased,embraced,Somewhat factual but also opinionated,64,After dozens of mass shootings in recent years
Non-biased,thrill-seeker ,Entirely factual,13,An Austrian BASE jumper was rescued in southern Thailand on Monday after his parachute became snagged on the rocky side of a near-vertical cliff
Non-biased,rescued ,Entirely factual,13,An Austrian BASE jumper was rescued in southern Thailand on Monday after his parachute became snagged on the rocky side of a near-vertical cliff
Non-biased,rescued,Entirely factual,13,An Austrian BASE jumper was rescued in southern Thailand on Monday after his parachute became snagged on the rocky side of a near-vertical cliff
Biased,Abortionists,Somewhat factual but also opinionated,3,Abortionists
Biased,prey ,Expresses writer’s opinion,3,Abortionists
Biased,Abortionists,Expresses writer’s opinion,3,Abortionists
Biased,prey,Expresses writer’s opinion,3,Abortionists
Biased,Abortionists,Expresses writer’s opinion,3,Abortionists
Biased,medieval ,Somewhat factual but also opinionated,44,Today’s mainstream media doesn’t want you to remember
Non-biased,ideological,Entirely factual,44,Today’s mainstream media doesn’t want you to remember
Biased,media,Somewhat factual but also opinionated,44,Today’s mainstream media doesn’t want you to remember
Biased,prioritize ,Expresses writer’s opinion,38,Republicans will claim that they prioritize pro-life policies
Biased,pro-life,Somewhat factual but also opinionated,38,Republicans will claim that they prioritize pro-life policies
Non-biased,sacrosanct,Entirely factual,38,Republicans will claim that they prioritize pro-life policies
Biased,sacrosanct,Expresses writer’s opinion,38,Republicans will claim that they prioritize pro-life policies
Non-biased,policies,Entirely factual,38,Republicans will claim that they prioritize pro-life policies
Biased,welcome and innovative,Somewhat factual but also opinionated,83,That’s why a new proposal from a bevy of progressive lawmakers comes as a welcome and innovative addition to the policy arsenal: increasing the corporate tax rate in accordance with the gap between CEO pay and median worker pay.
Biased,welcome and innovative,Expresses writer’s opinion,83,That’s why a new proposal from a bevy of progressive lawmakers comes as a welcome and innovative addition to the policy arsenal: increasing the corporate tax rate in accordance with the gap between CEO pay and median worker pay.
Non-biased,greatly,Entirely factual,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Biased,greatly helps,Somewhat factual but also opinionated,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Biased,greatly helps,Somewhat factual but also opinionated,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Biased,greatly ,Somewhat factual but also opinionated,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Biased,greatly,Somewhat factual but also opinionated,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Biased,greatly helps,Somewhat factual but also opinionated,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Biased,greatly helps ,Expresses writer’s opinion,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Non-biased,thanks to passengers,Somewhat factual but also opinionated,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Biased,brutal,Somewhat factual but also opinionated,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Non-biased,rape attack,Entirely factual,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Biased,brutal ,Somewhat factual but also opinionated,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Biased,gang rape attack,Entirely factual,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Non-biased, brutal,Somewhat factual but also opinionated,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Non-biased,brutal,Entirely factual,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Biased,ordeal ,Expresses writer’s opinion,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Non-biased,bemoaned,Somewhat factual but also opinionated,85,During the segment
Non-biased,bemoaned ,Entirely factual,85,During the segment
Biased,bemoaned,Entirely factual,85,During the segment
Biased,bemoaned,Somewhat factual but also opinionated,85,During the segment
Non-biased,bemoaned,Entirely factual,85,During the segment
Biased,distrust,Entirely factual,1,The anti-vaccine movement made headlines last spring
Biased,anti-vaccine,Somewhat factual but also opinionated,1,The anti-vaccine movement made headlines last spring
Biased,distrust ,Expresses writer’s opinion,1,The anti-vaccine movement made headlines last spring
Biased,led,Somewhat factual but also opinionated,1,The anti-vaccine movement made headlines last spring
Biased,led to a measles outbreak.,Somewhat factual but also opinionated,1,The anti-vaccine movement made headlines last spring
Biased,most sweeping,Somewhat factual but also opinionated,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Biased,sweeping,Somewhat factual but also opinionated,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Non-biased,most sweeping,Somewhat factual but also opinionated,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Biased, sweeping,Somewhat factual but also opinionated,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Non-biased,the most,Somewhat factual but also opinionated,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Non-biased,sweeping,Somewhat factual but also opinionated,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Biased,Angry Democrats,Somewhat factual but also opinionated,73,Angry Democrats blamed Republicans for what they see as a debacle that could leave millions of Americans without health care. 
Biased,blamed,Entirely factual,73,Angry Democrats blamed Republicans for what they see as a debacle that could leave millions of Americans without health care. 
Non-biased,debacle ,Expresses writer’s opinion,73,Angry Democrats blamed Republicans for what they see as a debacle that could leave millions of Americans without health care. 
Biased,Angry,Somewhat factual but also opinionated,73,Angry Democrats blamed Republicans for what they see as a debacle that could leave millions of Americans without health care. 
Biased,perhaps seeing an opportunity,Somewhat factual but also opinionated,61,China is watching Japan-South Korea conflict carefully
Biased,perhaps,Somewhat factual but also opinionated,61,China is watching Japan-South Korea conflict carefully
Non-biased,nervous,Entirely factual,61,China is watching Japan-South Korea conflict carefully
Biased,white nationalism,Expresses writer’s opinion,76,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020
Non-biased,white ,Somewhat factual but also opinionated,76,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020
Biased,white nationalism ,Expresses writer’s opinion,76,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020
Biased,white nationalism,Expresses writer’s opinion,76,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020
Biased,white nationalism,Somewhat factual but also opinionated,76,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020
Biased,white nationalism,Expresses writer’s opinion,76,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020
Biased,deep,Expresses writer’s opinion,76,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020
Biased,evidence,Expresses writer’s opinion,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Biased,assessed,Somewhat factual but also opinionated,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Biased,moving beyond racial divisions,Somewhat factual but also opinionated,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Non-biased,racial divisions,Somewhat factual but also opinionated,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Non-biased,racial divisions,Entirely factual,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Biased,evidence,Expresses writer’s opinion,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Biased,evidence,Expresses writer’s opinion,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Non-biased,transgender girls.,Entirely factual,84,Soule needed to be in the top six runners to advance
Non-biased,transgender,Entirely factual,84,Soule needed to be in the top six runners to advance
Biased,because the two biological males,Somewhat factual but also opinionated,84,Soule needed to be in the top six runners to advance
Non-biased,transgender girls,Entirely factual,84,Soule needed to be in the top six runners to advance
Biased,biological males,Somewhat factual but also opinionated,84,Soule needed to be in the top six runners to advance
Biased,empowered,Entirely factual,64,Newly empowered Democrats in Washington and statehouses across the country are flexing their legislative muscle with a host of tax proposals that would affect billionaires and blue collar alike.
Biased,flexing,Somewhat factual but also opinionated,64,Newly empowered Democrats in Washington and statehouses across the country are flexing their legislative muscle with a host of tax proposals that would affect billionaires and blue collar alike.
Biased,flexing their legislative muscle,Somewhat factual but also opinionated,64,Newly empowered Democrats in Washington and statehouses across the country are flexing their legislative muscle with a host of tax proposals that would affect billionaires and blue collar alike.
Biased,personifies,Entirely factual,75,The Black Lives Matter movement
Biased,decried,Somewhat factual but also opinionated,75,The Black Lives Matter movement
Biased,personifies,Somewhat factual but also opinionated,75,The Black Lives Matter movement
Biased,Democratic ,Somewhat factual but also opinionated,20,As people sip cafecito and eat croquetas at the landmark restaurant
Biased,unabashed defense,Expresses writer’s opinion,20,As people sip cafecito and eat croquetas at the landmark restaurant
Biased,alarming,Somewhat factual but also opinionated,20,As people sip cafecito and eat croquetas at the landmark restaurant
Biased,personal attack,Entirely factual,20,As people sip cafecito and eat croquetas at the landmark restaurant
Biased,alarming rise,Expresses writer’s opinion,20,As people sip cafecito and eat croquetas at the landmark restaurant
Biased,alarming ,Expresses writer’s opinion,20,As people sip cafecito and eat croquetas at the landmark restaurant
