label_bias,words,label_opinion,group_id,text
Non-biased,thrill,,,
Non-biased,rescued ,Entirely factual,13,An Austrian BASE jumper was rescued in southern Thailand on Monday after his parachute became snagged on the rocky side of a near-vertical cliff
Non-biased,,Entirely factual,13,An Austrian BASE jumper was rescued in southern Thailand on Monday after his parachute became snagged on the rocky side of a near-vertical cliff
Non-biased,,Entirely factual,13,An Austrian BASE jumper was rescued in southern Thailand on Monday after his parachute became snagged on the rocky side of a near-vertical cliff
Non-biased,,Entirely factual,13,An Austrian BASE jumper was rescued in southern Thailand on Monday after his parachute became snagged on the rocky side of a near-vertical cliff
Non-biased,,Entirely factual,13,An Austrian BASE jumper was rescued in southern Thailand on Monday after his parachute became snagged on the rocky side of a near-vertical cliff
Non-biased,rescued,Entirely factual,13,An Austrian BASE jumper was rescued in southern Thailand on Monday after his parachute became snagged on the rocky side of a near-vertical cliff
Non-biased,,Entirely factual,13,An Austrian BASE jumper was rescued in southern Thailand on Monday after his parachute became snagged on the rocky side of a near-vertical cliff
Non-biased,,Entirely factual,13,An Austrian BASE jumper was rescued in southern Thailand on Monday after his parachute became snagged on the rocky side of a near-vertical cliff
Biased,prey,,,
Biased,Abortionists,Somewhat factual but also opinionated,3,Abortionists
Non-biased,Abortionists,,,
Biased, no longer,,,
Biased,prey ,Expresses writer’s opinion,3,Abortionists
Non-biased,prey,,,
Biased,prey,,,
Biased,Abortionists,Expresses writer’s opinion,3,Abortionists
Biased,Abortionists,,,
Biased,prey,Expresses writer’s opinion,3,Abortionists
Biased,Abortionists,Expresses writer’s opinion,3,Abortionists
Biased,doesn’t want you to remember,,,
Biased,rife,,,
Biased,medieval ,Somewhat factual but also opinionated,44,Today’s mainstream media doesn’t want you to remember
Biased,mainstream media,,,
Non-biased,ideological,Entirely factual,44,Today’s mainstream media doesn’t want you to remember
Biased,doesn’t want you to remember,,,
Biased,want you to remember,,,
Biased,backstabbing,,,
Biased,mainstream media,,,
Biased,mainstream,,,
Biased,media,Somewhat factual but also opinionated,44,Today’s mainstream media doesn’t want you to remember
Biased, sacrosanct.,,,
Biased,prioritize ,Expresses writer’s opinion,38,Republicans will claim that they prioritize pro-life policies
Biased,pro-life policies,,,
Biased,sacrosanct,,,
Biased,pro-life,Somewhat factual but also opinionated,38,Republicans will claim that they prioritize pro-life policies
Biased,prioritize,,,
Non-biased,sacrosanct,Entirely factual,38,Republicans will claim that they prioritize pro-life policies
Biased,sacrosanct,Expresses writer’s opinion,38,Republicans will claim that they prioritize pro-life policies
Non-biased,policies,Entirely factual,38,Republicans will claim that they prioritize pro-life policies
Biased,claim,,,
Biased,bevy,,,
Biased,bevy,,,
Non-biased,,Entirely factual,83,That’s why a new proposal from a bevy of progressive lawmakers comes as a welcome and innovative addition to the policy arsenal: increasing the corporate tax rate in accordance with the gap between CEO pay and median worker pay.
Biased,welcome and innovative,Somewhat factual but also opinionated,83,That’s why a new proposal from a bevy of progressive lawmakers comes as a welcome and innovative addition to the policy arsenal: increasing the corporate tax rate in accordance with the gap between CEO pay and median worker pay.
Biased,bevy,,,
Biased,welcome and innovative,Expresses writer’s opinion,83,That’s why a new proposal from a bevy of progressive lawmakers comes as a welcome and innovative addition to the policy arsenal: increasing the corporate tax rate in accordance with the gap between CEO pay and median worker pay.
Biased,welcome,,,
Biased,lawmakers,,,
Non-biased,,Somewhat factual but also opinionated,83,That’s why a new proposal from a bevy of progressive lawmakers comes as a welcome and innovative addition to the policy arsenal: increasing the corporate tax rate in accordance with the gap between CEO pay and median worker pay.
Biased,bevy,,,
Non-biased,greatly,Entirely factual,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Biased,greatly helps,Somewhat factual but also opinionated,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Biased,working-class family,,,
Biased,greatly helps,Somewhat factual but also opinionated,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Biased,greatly ,Somewhat factual but also opinionated,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Non-biased,greatly,,,
Biased,greatly,Somewhat factual but also opinionated,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Non-biased,,Entirely factual,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Biased,greatly helps,Somewhat factual but also opinionated,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Non-biased,,Entirely factual,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Non-biased,,Entirely factual,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Biased,greatly helps ,Expresses writer’s opinion,78,The Trump tax cuts also doubled the child tax credit and expanded its eligibility
Non-biased,thanks to passengers,Somewhat factual but also opinionated,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Biased,brutal,Somewhat factual but also opinionated,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Non-biased,rape attack,Entirely factual,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Biased,brutal ,Somewhat factual but also opinionated,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Non-biased,,Entirely factual,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Biased,gang rape attack,Entirely factual,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Non-biased, brutal,Somewhat factual but also opinionated,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Non-biased,brutal,Entirely factual,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Biased,ordeal ,Expresses writer’s opinion,41,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.
Biased,victim,,,
Non-biased,bemoaned,,,
Non-biased,bemoaned,Somewhat factual but also opinionated,85,During the segment
Non-biased,,Somewhat factual but also opinionated,85,During the segment
Non-biased,bemoaned ,Entirely factual,85,During the segment
Non-biased,,Expresses writer’s opinion,85,During the segment
Biased,bemoaned,Entirely factual,85,During the segment
Biased,bemoaned,Somewhat factual but also opinionated,85,During the segment
Non-biased,bemoaned,Entirely factual,85,During the segment
Non-biased,,Somewhat factual but also opinionated,85,During the segment
Non-biased,,Entirely factual,85,During the segment
Non-biased,,Entirely factual,1,The anti-vaccine movement made headlines last spring
Biased,distrust,Entirely factual,1,The anti-vaccine movement made headlines last spring
Biased,belief,,,
Non-biased,,Somewhat factual but also opinionated,1,The anti-vaccine movement made headlines last spring
Biased,anti-vaccine,Somewhat factual but also opinionated,1,The anti-vaccine movement made headlines last spring
Non-biased,,Entirely factual,1,The anti-vaccine movement made headlines last spring
Biased,distrust ,Expresses writer’s opinion,1,The anti-vaccine movement made headlines last spring
Biased,led,Somewhat factual but also opinionated,1,The anti-vaccine movement made headlines last spring
Biased,anti-vaccine,,,
Non-biased,,Entirely factual,1,The anti-vaccine movement made headlines last spring
Biased,led to a measles outbreak.,Somewhat factual but also opinionated,1,The anti-vaccine movement made headlines last spring
Non-biased,,Entirely factual,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Biased,most sweeping,Somewhat factual but also opinionated,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Biased,sweeping,Somewhat factual but also opinionated,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Non-biased,,Entirely factual,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Non-biased,most sweeping,Somewhat factual but also opinionated,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Non-biased,,Entirely factual,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Non-biased,,Somewhat factual but also opinionated,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Biased, sweeping,Somewhat factual but also opinionated,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Non-biased,the most,Somewhat factual but also opinionated,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Non-biased,sweeping,Somewhat factual but also opinionated,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Non-biased,,Entirely factual,35,The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities
Biased,Angry,,,
Biased,Angry Democrats,Somewhat factual but also opinionated,73,Angry Democrats blamed Republicans for what they see as a debacle that could leave millions of Americans without health care. 
Biased,blamed,,,
Biased,blamed,Entirely factual,73,Angry Democrats blamed Republicans for what they see as a debacle that could leave millions of Americans without health care. 
Biased,Angry,,,
Non-biased,debacle ,Expresses writer’s opinion,73,Angry Democrats blamed Republicans for what they see as a debacle that could leave millions of Americans without health care. 
Biased,Angry Democrats,,,
Biased,Angry,Somewhat factual but also opinionated,73,Angry Democrats blamed Republicans for what they see as a debacle that could leave millions of Americans without health care. 
Biased,Angry Democrats,,,
Non-biased,Angry,,,
Biased,perhaps seeing an opportunity,Somewhat factual but also opinionated,61,China is watching Japan-South Korea conflict carefully
Biased,perhaps,Somewhat factual but also opinionated,61,China is watching Japan-South Korea conflict carefully
Non-biased,,Somewhat factual but also opinionated,61,China is watching Japan-South Korea conflict carefully
Non-biased,,Entirely factual,61,China is watching Japan-South Korea conflict carefully
Biased,nervous,,,
Non-biased,nervous,Entirely factual,61,China is watching Japan-South Korea conflict carefully
Non-biased,,Entirely factual,61,China is watching Japan-South Korea conflict carefully
Non-biased,,Entirely factual,61,China is watching Japan-South Korea conflict carefully
Biased,Japan-South Korea,,,
Non-biased,conflict,,,
Biased,so deep,,,
Biased,white nationalism,Expresses writer’s opinion,76,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020
Non-biased,white ,Somewhat factual but also opinionated,76,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020
Biased,deep,,,
Biased,white nationalism ,Expresses writer’s opinion,76,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020
Biased,deep,,,
Non-biased,,Entirely factual,76,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020
Biased,white nationalism,Expresses writer’s opinion,76,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020
Biased,white nationalism,Somewhat factual but also opinionated,76,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020
Biased,white nationalism,Expresses writer’s opinion,76,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020
Biased,deep,Expresses writer’s opinion,76,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020
Biased,evidence,Expresses writer’s opinion,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Non-biased,Professional camaraderie,,,
Non-biased,camaraderie,,,
Biased,assessed,Somewhat factual but also opinionated,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Biased,moving beyond racial divisions,Somewhat factual but also opinionated,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Non-biased,racial divisions,Somewhat factual but also opinionated,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Non-biased,,Entirely factual,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Non-biased,racial divisions,Entirely factual,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Biased,evidence,Expresses writer’s opinion,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Biased,evidence,Expresses writer’s opinion,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Non-biased,,Expresses writer’s opinion,39,Professional camaraderie between fighters of different races in the sport of boxing is evidence of America moving beyond racial divisions
Non-biased,,Entirely factual,84,Soule needed to be in the top six runners to advance
Non-biased,,Entirely factual,84,Soule needed to be in the top six runners to advance
Biased, biological males,,,
Non-biased,transgender girls.,Entirely factual,84,Soule needed to be in the top six runners to advance
Non-biased,,Entirely factual,84,Soule needed to be in the top six runners to advance
Non-biased,,Entirely factual,84,Soule needed to be in the top six runners to advance
Non-biased,transgender,Entirely factual,84,Soule needed to be in the top six runners to advance
Biased,because the two biological males,Somewhat factual but also opinionated,84,Soule needed to be in the top six runners to advance
Non-biased,transgender girls,Entirely factual,84,Soule needed to be in the top six runners to advance
Non-biased,biological,,,
Non-biased,,Entirely factual,84,Soule needed to be in the top six runners to advance
Biased,biological males,Somewhat factual but also opinionated,84,Soule needed to be in the top six runners to advance
Biased,rage-tweeting,,,
Biased,rage-tweeting,,,
Biased,rage-tweeting,,,
Biased,rage-tweeting,,,
Biased,rage-tweeting,,,
Biased,rage-tweeting,,,
Biased,frightened,,,
Biased,rage-tweeting,,,
Biased,He’s a frightened,,,
Biased,rage-tweeting,,,
Biased,rage-tweeting,,,
Non-biased,empowered,,,
Biased,empowered,Entirely factual,64,Newly empowered Democrats in Washington and statehouses across the country are flexing their legislative muscle with a host of tax proposals that would affect billionaires and blue collar alike.
Non-biased,,Entirely factual,64,Newly empowered Democrats in Washington and statehouses across the country are flexing their legislative muscle with a host of tax proposals that would affect billionaires and blue collar alike.
Biased,empowered,,,
Biased,empowered,,,
Non-biased,flexing their legislative muscle,,,
Biased,empowered,,,
Biased,flexing,Somewhat factual but also opinionated,64,Newly empowered Democrats in Washington and statehouses across the country are flexing their legislative muscle with a host of tax proposals that would affect billionaires and blue collar alike.
Biased,empowered,,,
Biased,flexing their legislative muscle,Somewhat factual but also opinionated,64,Newly empowered Democrats in Washington and statehouses across the country are flexing their legislative muscle with a host of tax proposals that would affect billionaires and blue collar alike.
Non-biased,legislative muscle,,,
Biased,personifies,Entirely factual,75,The Black Lives Matter movement
Biased, murdering,,,
Biased,personifies,,,
Biased,decried,Somewhat factual but also opinionated,75,The Black Lives Matter movement
Non-biased,,Entirely factual,75,The Black Lives Matter movement
Biased,predates Trump’s presidency,,,
Biased,police murdering Black people,,,
Biased,police murdering Black people,,,
Biased,decried,,,
Biased,personifies,Somewhat factual but also opinionated,75,The Black Lives Matter movement
Biased,cafecito and eat croquetas,,,
Non-biased,,Expresses writer’s opinion,20,As people sip cafecito and eat croquetas at the landmark restaurant
Biased,Democratic ,Somewhat factual but also opinionated,20,As people sip cafecito and eat croquetas at the landmark restaurant
Biased,unabashed defense,Expresses writer’s opinion,20,As people sip cafecito and eat croquetas at the landmark restaurant
Biased,alarming,Somewhat factual but also opinionated,20,As people sip cafecito and eat croquetas at the landmark restaurant
Non-biased,,Entirely factual,20,As people sip cafecito and eat croquetas at the landmark restaurant
Non-biased,,Entirely factual,20,As people sip cafecito and eat croquetas at the landmark restaurant
Biased,personal attack,Entirely factual,20,As people sip cafecito and eat croquetas at the landmark restaurant
Biased,alarming rise,Expresses writer’s opinion,20,As people sip cafecito and eat croquetas at the landmark restaurant
Biased,alarming ,Expresses writer’s opinion,20,As people sip cafecito and eat croquetas at the landmark restaurant
Biased,unabashed,,,
Non-biased,,Entirely factual,79,But our new research disproves the admittedly tempting idea that merely putting a woman in power improves gender equality. 
Biased,research disproves,,,
Biased,admittedly tempting,Somewhat factual but also opinionated,79,But our new research disproves the admittedly tempting idea that merely putting a woman in power improves gender equality. 
Non-biased,,Entirely factual,79,But our new research disproves the admittedly tempting idea that merely putting a woman in power improves gender equality. 
Biased,tempting,Entirely factual,79,But our new research disproves the admittedly tempting idea that merely putting a woman in power improves gender equality. 
Biased,woman ,Somewhat factual but also opinionated,79,But our new research disproves the admittedly tempting idea that merely putting a woman in power improves gender equality. 
Non-biased,,Expresses writer’s opinion,79,But our new research disproves the admittedly tempting idea that merely putting a woman in power improves gender equality. 
Biased,disproves,,,
Biased,admittedly tempting idea,,,
Non-biased,admittedly tempting ,Entirely factual,79,But our new research disproves the admittedly tempting idea that merely putting a woman in power improves gender equality. 
Biased,admittedly tempting,Expresses writer’s opinion,79,But our new research disproves the admittedly tempting idea that merely putting a woman in power improves gender equality. 
Biased, refugees,Somewhat factual but also opinionated,12,Some of the local governments choosing to accept refugees voted heavily in favor of Trump in 2016
Non-biased,clamp down,Entirely factual,12,Some of the local governments choosing to accept refugees voted heavily in favor of Trump in 2016
Non-biased,,Entirely factual,12,Some of the local governments choosing to accept refugees voted heavily in favor of Trump in 2016
Non-biased,,Entirely factual,12,Some of the local governments choosing to accept refugees voted heavily in favor of Trump in 2016
Non-biased,,Entirely factual,12,Some of the local governments choosing to accept refugees voted heavily in favor of Trump in 2016
Non-biased,,Entirely factual,12,Some of the local governments choosing to accept refugees voted heavily in favor of Trump in 2016
Non-biased,,Entirely factual,12,Some of the local governments choosing to accept refugees voted heavily in favor of Trump in 2016
Non-biased,,Entirely factual,12,Some of the local governments choosing to accept refugees voted heavily in favor of Trump in 2016
Non-biased,,Entirely factual,12,Some of the local governments choosing to accept refugees voted heavily in favor of Trump in 2016
Non-biased,vowed,,,
Biased,Party,,,
Non-biased,,Somewhat factual but also opinionated,33,After witnessing the right-wing reaction to Greta Thunberg
Biased,protection racket,,,
Biased,right-wing,,,
Biased,protection racket,,,
Biased,activist,,,
Biased,activist,,,
Biased,fragile egos of mediocre,Somewhat factual but also opinionated,33,After witnessing the right-wing reaction to Greta Thunberg
Biased,racket,Expresses writer’s opinion,33,After witnessing the right-wing reaction to Greta Thunberg
Biased,protection racket,,,
Non-biased,,Entirely factual,80,But there may be a more innocuous place for white supremacist propaganda to spread: Amazon currently sells multiple books that espouse racist and white supremacist ideologies on its platform.
Biased,innocuous,,,
Non-biased,propaganda,Somewhat factual but also opinionated,80,But there may be a more innocuous place for white supremacist propaganda to spread: Amazon currently sells multiple books that espouse racist and white supremacist ideologies on its platform.
Non-biased,,Entirely factual,80,But there may be a more innocuous place for white supremacist propaganda to spread: Amazon currently sells multiple books that espouse racist and white supremacist ideologies on its platform.
Biased,racist,,,
Biased, racist,Entirely factual,80,But there may be a more innocuous place for white supremacist propaganda to spread: Amazon currently sells multiple books that espouse racist and white supremacist ideologies on its platform.
Non-biased,,Somewhat factual but also opinionated,80,But there may be a more innocuous place for white supremacist propaganda to spread: Amazon currently sells multiple books that espouse racist and white supremacist ideologies on its platform.
Biased,white supremacist propaganda,Somewhat factual but also opinionated,80,But there may be a more innocuous place for white supremacist propaganda to spread: Amazon currently sells multiple books that espouse racist and white supremacist ideologies on its platform.
Non-biased,,Entirely factual,80,But there may be a more innocuous place for white supremacist propaganda to spread: Amazon currently sells multiple books that espouse racist and white supremacist ideologies on its platform.
Biased,sells,,,
Non-biased,,Entirely factual,69,The “OK” hand gesture is among the 36 new entries added Thursday to a database of hate symbols used by white supremacists and other far-right extremists.
Non-biased,,Entirely factual,69,The “OK” hand gesture is among the 36 new entries added Thursday to a database of hate symbols used by white supremacists and other far-right extremists.
Non-biased,,Entirely factual,69,The “OK” hand gesture is among the 36 new entries added Thursday to a database of hate symbols used by white supremacists and other far-right extremists.
Biased, supremacists,,,
Biased,white supremacists,,,
Biased,white supremacists,,,
Non-biased,,Entirely factual,69,The “OK” hand gesture is among the 36 new entries added Thursday to a database of hate symbols used by white supremacists and other far-right extremists.
Non-biased,,Entirely factual,69,The “OK” hand gesture is among the 36 new entries added Thursday to a database of hate symbols used by white supremacists and other far-right extremists.
Non-biased,supremacists,,,
Non-biased,hate symbols,Entirely factual,69,The “OK” hand gesture is among the 36 new entries added Thursday to a database of hate symbols used by white supremacists and other far-right extremists.
Non-biased,,Entirely factual,69,The “OK” hand gesture is among the 36 new entries added Thursday to a database of hate symbols used by white supremacists and other far-right extremists.
Non-biased,,Somewhat factual but also opinionated,11,Democratic presidential candidate Beto O’Rourke on Monday unveiled an ambitious plan to combat climate change that spurs $5 trillion for the cause and aims to achieve net-zero emissions by 2050.
Biased,net-zero emissions,Expresses writer’s opinion,11,Democratic presidential candidate Beto O’Rourke on Monday unveiled an ambitious plan to combat climate change that spurs $5 trillion for the cause and aims to achieve net-zero emissions by 2050.
Non-biased,,Entirely factual,11,Democratic presidential candidate Beto O’Rourke on Monday unveiled an ambitious plan to combat climate change that spurs $5 trillion for the cause and aims to achieve net-zero emissions by 2050.
Biased,ambitious,,,
Non-biased,ambitious,,,
Non-biased,ambitious,Somewhat factual but also opinionated,11,Democratic presidential candidate Beto O’Rourke on Monday unveiled an ambitious plan to combat climate change that spurs $5 trillion for the cause and aims to achieve net-zero emissions by 2050.
Biased,ambitious ,Expresses writer’s opinion,11,Democratic presidential candidate Beto O’Rourke on Monday unveiled an ambitious plan to combat climate change that spurs $5 trillion for the cause and aims to achieve net-zero emissions by 2050.
Biased, ambitious plan,Somewhat factual but also opinionated,11,Democratic presidential candidate Beto O’Rourke on Monday unveiled an ambitious plan to combat climate change that spurs $5 trillion for the cause and aims to achieve net-zero emissions by 2050.
Non-biased,,Entirely factual,11,Democratic presidential candidate Beto O’Rourke on Monday unveiled an ambitious plan to combat climate change that spurs $5 trillion for the cause and aims to achieve net-zero emissions by 2050.
Non-biased,,Entirely factual,11,Democratic presidential candidate Beto O’Rourke on Monday unveiled an ambitious plan to combat climate change that spurs $5 trillion for the cause and aims to achieve net-zero emissions by 2050.
Biased,ambitious,Somewhat factual but also opinionated,11,Democratic presidential candidate Beto O’Rourke on Monday unveiled an ambitious plan to combat climate change that spurs $5 trillion for the cause and aims to achieve net-zero emissions by 2050.
Non-biased,,Entirely factual,9,Amid pressure from Washington
Non-biased,,Entirely factual,9,Amid pressure from Washington
Biased,backpedaling,,,
Biased,irregular,Expresses writer’s opinion,9,Amid pressure from Washington
Biased,backpedaling,,,
Non-biased,,Entirely factual,9,Amid pressure from Washington
Non-biased,,Expresses writer’s opinion,9,Amid pressure from Washington
Biased,backpedaling,,,
Biased,backpedaling,,,
Biased,pressure from Washington,,,
Non-biased,,Entirely factual,36,Sports writer Rick Reilly is challenging President Donald Trump to put his money where his mouth is.
Non-biased,mouth is.,,,
Non-biased,,Expresses writer’s opinion,36,Sports writer Rick Reilly is challenging President Donald Trump to put his money where his mouth is.
Non-biased,,Somewhat factual but also opinionated,36,Sports writer Rick Reilly is challenging President Donald Trump to put his money where his mouth is.
Non-biased, challenging,Expresses writer’s opinion,36,Sports writer Rick Reilly is challenging President Donald Trump to put his money where his mouth is.
Non-biased,,Entirely factual,36,Sports writer Rick Reilly is challenging President Donald Trump to put his money where his mouth is.
Biased,challenging,,,
Non-biased,,Entirely factual,36,Sports writer Rick Reilly is challenging President Donald Trump to put his money where his mouth is.
Non-biased,challenging ,Expresses writer’s opinion,36,Sports writer Rick Reilly is challenging President Donald Trump to put his money where his mouth is.
Biased,challenging,Expresses writer’s opinion,36,Sports writer Rick Reilly is challenging President Donald Trump to put his money where his mouth is.
Biased,standoff,Somewhat factual but also opinionated,6,A humanitarian ship that has had about 230 rescued migrants on board for almost a week will enter a Maltese port on Wednesday
Biased,standoff,,,
Non-biased,,Entirely factual,6,A humanitarian ship that has had about 230 rescued migrants on board for almost a week will enter a Maltese port on Wednesday
Non-biased,refused,,,
Non-biased,,Entirely factual,6,A humanitarian ship that has had about 230 rescued migrants on board for almost a week will enter a Maltese port on Wednesday
Non-biased, standoff,Entirely factual,6,A humanitarian ship that has had about 230 rescued migrants on board for almost a week will enter a Maltese port on Wednesday
Biased,humanitarian,,,
Non-biased,rescued migrants,,,
Non-biased,,Entirely factual,6,A humanitarian ship that has had about 230 rescued migrants on board for almost a week will enter a Maltese port on Wednesday
Non-biased,,Entirely factual,6,A humanitarian ship that has had about 230 rescued migrants on board for almost a week will enter a Maltese port on Wednesday
Biased,daily chorus of outrage,Somewhat factual but also opinionated,61,I have zero interest in contributing to the daily chorus of outrage over Trump’s Twitter feed
Biased,daily chorus of outrage,,,
Biased,combative,,,
Biased,zero,,,
Biased, bad retweet,,,
Biased,outrage,,,
Non-biased,,Entirely factual,61,I have zero interest in contributing to the daily chorus of outrage over Trump’s Twitter feed
Biased,feigning,,,
Non-biased,Twitter feed,,,
Biased,daily chorus of outrage,,,
Biased,wuss ,Expresses writer’s opinion,68,Even Richard Nixon
Non-biased,tear-gas,Entirely factual,68,Even Richard Nixon
Biased,wuss,,,
Biased, such a wuss ,Expresses writer’s opinion,68,Even Richard Nixon
Biased,wuss,,,
Biased,wuss,,,
Biased,wuss,,,
Biased,wuss,,,
Biased,compares,,,
Biased,wuss,,,
Biased,staggering ,Entirely factual,21,Most of the Democratic presidential candidates have prioritized tackling the nation’s staggering student debt crisis and many have called for some form of debt forgiveness.
Non-biased,staggering,Expresses writer’s opinion,21,Most of the Democratic presidential candidates have prioritized tackling the nation’s staggering student debt crisis and many have called for some form of debt forgiveness.
Biased,staggering,Somewhat factual but also opinionated,21,Most of the Democratic presidential candidates have prioritized tackling the nation’s staggering student debt crisis and many have called for some form of debt forgiveness.
Biased,nation’s staggering ,Somewhat factual but also opinionated,21,Most of the Democratic presidential candidates have prioritized tackling the nation’s staggering student debt crisis and many have called for some form of debt forgiveness.
Biased,staggering,Somewhat factual but also opinionated,21,Most of the Democratic presidential candidates have prioritized tackling the nation’s staggering student debt crisis and many have called for some form of debt forgiveness.
Non-biased,,Entirely factual,21,Most of the Democratic presidential candidates have prioritized tackling the nation’s staggering student debt crisis and many have called for some form of debt forgiveness.
Biased,Democratic presidential candidates,,,
Non-biased,,Entirely factual,21,Most of the Democratic presidential candidates have prioritized tackling the nation’s staggering student debt crisis and many have called for some form of debt forgiveness.
Non-biased,,Entirely factual,21,Most of the Democratic presidential candidates have prioritized tackling the nation’s staggering student debt crisis and many have called for some form of debt forgiveness.
Biased,staggering,,,
Biased,tackling,Somewhat factual but also opinionated,21,Most of the Democratic presidential candidates have prioritized tackling the nation’s staggering student debt crisis and many have called for some form of debt forgiveness.
Non-biased,,Expresses writer’s opinion,21,Most of the Democratic presidential candidates have prioritized tackling the nation’s staggering student debt crisis and many have called for some form of debt forgiveness.
Biased,grounded ,Entirely factual,21,Some of the liberal opposition is often grounded in the mistaken belief that Warren’s plan would do more to reduce the racial wealth gap than Warren’s. The opposite is true: full cancellation would reduce the racial wealth gap more than Warren’s plan would. 
Biased,an would do,,,
Non-biased,TRUE,,,
Biased,grounded in the mistaken belief,Expresses writer’s opinion,21,Some of the liberal opposition is often grounded in the mistaken belief that Warren’s plan would do more to reduce the racial wealth gap than Warren’s. The opposite is true: full cancellation would reduce the racial wealth gap more than Warren’s plan would. 
Biased,liberal,,,
Biased,liberal,,,
Non-biased,racial wealth,,,
Non-biased, liberal ,Somewhat factual but also opinionated,21,Some of the liberal opposition is often grounded in the mistaken belief that Warren’s plan would do more to reduce the racial wealth gap than Warren’s. The opposite is true: full cancellation would reduce the racial wealth gap more than Warren’s plan would. 
Biased,liberal,,,
Biased,mistaken,Expresses writer’s opinion,21,Some of the liberal opposition is often grounded in the mistaken belief that Warren’s plan would do more to reduce the racial wealth gap than Warren’s. The opposite is true: full cancellation would reduce the racial wealth gap more than Warren’s plan would. 
Biased,opposition,,,
Non-biased,,Entirely factual,21,Some of the liberal opposition is often grounded in the mistaken belief that Warren’s plan would do more to reduce the racial wealth gap than Warren’s. The opposite is true: full cancellation would reduce the racial wealth gap more than Warren’s plan would. 
Biased,undue,,,
Non-biased,undue burden,Entirely factual,19,In the majority opinion
